words	cat_label	sent_label
还行 吧 ， 新老 包装 随机 ， 弄 得 我 以为 少 了 呢	0	1
携城 预定 员 极力推荐 这家 酒店 ， 相信 她 才 入住 了 这家 ， 结果 到 了 酒店 才 发现 ， 连 一星级 都 不如 ， 前台 的 小姐 穿着 自家 的 衣服 ， 慢不经 心地 回答 着 问题 ， 大堂 里 一个 人 也 没有 ， 所有 的 服务 部门 都 关着 门 （ 商场 、 足浴 等 ） 入住 好后 一进 房间 差点 没 被 两只 蚊子 同时 夹功 ， 这么 冷 的 天 哪来 的 蚊子 呀 ？ 奇怪 ， 酒店 真有 本事 ！ 床单 没洗 ， 脏得 要命 。 实在 看不下去 要求 换房 。 晚上 要 总台 送 把 水果刀 和 汤勺 ， 得到 的 回复 是 没有 这项 服务 ， 晕倒 ！ ！ 更 搞笑 的 是 ， 原本 预定 时说 是 含 早餐 ， 结果 问 前台 ， 说 是 没有 早餐 ， 退 我们 二十块 钱 ， 再次 晕倒 ！ 连 基本 的 服务 都 办不到 ， 还开 什么 酒店 ！ ！ ！ 我 对 酒店 没有 太大 的 意见 ， 对 携城 到 是 有 很大 的 意见 ， 我们 是 你们 的 钻石 会员 ， 怎么 给 我们 推荐 这样 的 酒店 ， 给 我们 的 客户 造成 了 不可磨灭 的 坏 印象 ， 如果 这样的话 我们 以后 宁愿 不 选择 通过 贵司 预定 。	5	0
苹果 有 几个 磕磕碰碰 ， 坏到 不能 吃 的 倒 没有 ， 比较 小 ， 不过 挺好吃 的 ～	6	1
第一次 买 这个 牌子 的 洗发水 ， 不 知道 好不好 。	0	1
这 商家 也 太 不靠 谱 了 ， 要 31 的 给 发个 34 的 也 不知 眼长 着 干嘛 去 了 ！	4	0
真不错 ， 挺香 的 ， 第一次 刚刚 用 ， 效果 还 可以 ， 不 知道 以后	0	1
服务 太 差 ！ 物流 太慢 ！	4	0
总体 感觉 还 不错 ， 绝对 不至于 影响 到 旅游 的 心情 。 住 的 是 后面 的 小楼 的 一楼 ， 环境 不错 ， 花园 一样 ， 游泳池 是 露天 的 ， 能够 看到 一直 有人 在 清洁 。 如果 晚上 阳台 的 窗户 不 关 ， 前台 会 打电话 到 房间 提醒 客人 注意安全 。 补充 点评   2007 年 9 月 20 日   ：   另外 ， 去 的 时候 提前 联系 会 有 接机 ， 我们 返回 的 时候 由于 有 老人 ， 所以 和 客房部 联系 了 一下 ， 也 安排 了 车 送 我们 去 机场 的 。 不足 的 是 房间 设施 比较 一般 ， 早餐 很素 。	5	1
下次 再也 不买论 个数 的 水果 了 ， 估计 找 不到 比 这 还 小 的 苹果 了 ， 也许 是 怕 一个 人 吃不完 浪费	6	0
洗头水 就是 未 拆封 透明 纸包 着 的   我 撕掉 的   为什么 护发素 的 透明纸 没有   拧 掉 盖 就 能 用   谁 知道 用 了 没 呀   帮 买家 先 拆掉 包装纸 怎么 确定 完好无缺 的   该 怎么 信赖   不好 的 行为   特 注意	0	0
用 着 很快 ！ 屏幕 很大 ！ 朋友 很 喜欢 还要 弄 一个 ！	3	1
垃圾 ， 大 的 里面 参小 的 ， 卖大 的 价格 ， 金牌 会员 了 ， 买过 京东 最差 的 东西	6	0
几瓶 洗发水 直接 放 箱子 里 没有 一点 包装 就 寄来 了 ?	0	0
太小 ， 不值 这个 价 ， 京东 自营 的 ， 下次 再 不 买 这家 的 。	6	0
键盘 很 容易 烂 . 大家 要 注意 这 一点 . 维修点 少得 可怜 .	3	0
捡 一个 星星 ， 因为 有 两个 苹果 有点 有点 有点 有点 乱 ， 有点 很 记得 ， 所以 要 尽量 和 信心 ， 但是 总体 来说 也 满意 ， 苹果 不会 太小 ， 不过 还 没 吃 哦 ， 吃 过 一 以后 我 就 来 追加 评价	6	1
苹果 总共 24 个 ， 但 大部分 都 很小 ， 只有 个别 几个 挺大 ， 但 有 两个 大 的 已经 烂 了 ， 这 是 我 第一次 购买 ， 以后 不会 再 购买 寻 真的 水果 了 。	6	0
麻痹 ， 差评 ， 箱子 里面 竖 对角线 放着 ， 填充物 没有 ， 把 你 爸爸 压坏 怎么办	3	0
裤子 跟 图片 不 一样 ， 质量 太 差 ， 服务 也 不好 ， 想 退货 ， 客服 都 联系 不上 ，	4	0
性价比 太低 ， 太低 。 还用 彩页 印刷 。 真是 的 。	1	0
我 买 的 这台 不好 ， 总是 自动 重启 ， 不 知道 别人 什么样	3	0
手机 感觉 不到 卡 的 存在 ， 一星 都 不想 给	3	0
这 条 裤子 非常 好   除了 好字 我 难以 用 其他 词语 来 形容	4	1
酒店 还 不错 ， 房间 不 大 ， 但是 比较 舒服 。 酒店 下面 只有 星巴克 和 肯德基 ， 吃饭 要 到 新世界 那边 有点 远 。	5	1
大堂 是 喧闹 的 ， 房间 地毯 是 脏 的 ， 浴室 淋浴 龙头 是 坏 的 ， 毛巾 是 黄 颜色 的 。 补充 点评   2007 年 9 月 11 日   ：   虽然 号称 是 5 星级 酒店 ， 但是 感觉 其 档次 很 低 。 很多 欢场 女子 出入 其中 ， 让 人 又 不安 的 感觉 。	5	0
苹果 挺 好 的 ， 虽然 小 ， 但是 挺 酸甜 ， 好吃 ， 包装 也 很 精美 ， 物流 也 很 给 力 ， 非常 满意 一次 购物 ， 全 五分 好评	6	1
手机 反应 很 忙 ， 与 我 用 过 2 年 的 小米 手机 是 一样 的 。 手机 充电 时 基本 不能 用 ， 总是 乱跑 。 想要 玩 手机 之前 先 充好 电 。	3	0
开 在 商务楼 里面 的 酒店 ， 连 一个 像样 的 前台 都 没有 。   因为 飞机 延误 之前 订 的 酒店 被 取消 ， 就近 订 了 这个 ， 上当 。   强烈 不 推荐 住 这里 。	5	0
也 不能 说 是 假 的 ， 品牌 没有 错 ， 但是 会 和 超市 里 买 的 质量 差 好多 这 就是 电商 专供 货品 ， 也 是 便宜 的 原因 ， 羊毛出在羊身上 ， 一分钱 一分货 ！ 这些 生活用品 无伤大雅 的 还 能 送货上门 ， 觉得 还是 挺 方便 的 。	0	1
平板 昨天 发货 ， 今天 中午 就 收到 了 ， 外观 不错 ， 屏幕 分辨率 高 ， 很 清晰 ， 就是 不 知道 用久 了 会 不会 卡 。	3	1
618 买 的 ， 已经 开始 用 了 ， 当时 买 的 很 划算 。 相信 京东 ， 应该 是 正品 ， 送货 速度 也 很快 。 一直 都 很 喜欢 用沙宣 ， 对 头发 很 好 ， 还 送 了 几 小瓶 赠品 ， 出去玩 的 时候 可以 带 着 。	0	1
这个 平板 刚 到手 看着 还是 不错 的 。 之前 一直 用 苹果 但是 导 文件 是 真心 不 方便 。 这次 希望 可以 。 送 的 保护 壳 一般 。 快递 箱子 都 开 了 ， 希望 以后 改进 ， 但是 快递 小哥 很 给 力 不是 他 的 错 。 以后 还要 仔细观察 好使 不好 使 。	3	1
和 畅想 5 比 ， 屏幕 显然 小 了 一圈 ， 缩水 了	3	0
质量 不好 ， 差评 ， 差差	4	0
晚上 入住 了 说明 了 早上 一大早 的 飞机 走 、 想 结账 开发票 、 被 拒绝 、 导致 早上 匆忙 匆忙 开票 还 开错 。 有待 改善 。	5	0
支持 华为 ， 性能 不错 ， 孩子 学习 用 ， 够 清晰 ， 速度 够快	3	1
这套 教材 ， 延续 了 新 概念 英语 图文并茂 的 特点 ， 为 适应 儿童 的 阅读 特点 ， 书中 的 插图 都 是 彩色 的 ， 活泼 、 可爱 （ 尽管 插图 画 的 很 粗糙 ） 。 内容 也 选择 了 生活 中 常用 的 场景 对话 ， 很 实用 ， 很 亲切 。 最 让 我 觉得 满意 的 是 ， 书里 配备 了 mp3   和 dvd 光盘 ， 适合 现代 媒体 的 潮流 ， 不象 有 的 教材 至今 仍然 只 配备 录音磁带 （ 到 哪里 去 找 录音机 啊 ？ ） 。 假期 就要 来 了 ， 我 打算 带 儿子 一 起来 好好 学学 呢 ！	1	1
穿越 的 书我买 了 好几套 了   在 当当网 上 看见 《 蔓蔓 清萝 》 的 评论 还 多 好 了   就 买来 看看   看 了 文章 后 真的 让 人 有些 失望   写得 不是 那么 生动   感觉 太 简单化 了   反而 我 比较 喜欢 《 步步 惊心 》 这 本书   也 是 穿越 的   o ( ∩ _ ∩ ) o ...	1	0
蒙牛 喝多 了 。	6	0
酒店 的 地理位置 优越 , 适合 办公 人事 入住 , 服务 也 比较 到位 , 下次 会 继续 考虑	5	1
一直 用 这个 牌子 ， 这次 有 活动 ， 价格 蛮 划算 的	0	1
没有 看过 日文版 的 ， 但是 看过 了 后 ， 感觉 合适 。 内容 很淡 ， 没有 什么 深意 。 绘图 也 不怎么 好 。	1	0
以前 我 听 同事 说 华为 的 手机 质量 不错 我 才 买 个 给 家人 专看 电影 用 的 。 没想到 买 了 一个多月 就 开 不了 机了 。 今天 拿 去 售后 说 主板 坏 了 。 手机 里 没有 安装 过 一个 软件 用 自带 的 软件 下载 电影 看 ， 每次 看 电影 也 不超 3 个 钟头 。 真无语 ， 这 什么 质量 ？	3	0
春节 买 的 ， 全部 有 6 个 是 烂 的 ， 个头 也 不是 很大 ， 希望 可以 改进 。	6	0
价格 适中 ， 包装 漂亮 ， 质量 很 好 ， 非常 满意 ！	6	1
买 的 时候 175 现在 却是 145 ， 伤心 。	0	0
买来 后 2 个 月 就 坏 了 拿 去 修 ， 修好 后 待机时间 超短 ， 现在 又 添 了 毛病 ， 自动关机 ， 质量 太差 了 ， 给 中国 手机 丢人	3	0
一般般 ， 很香 ， 别的 优点 还 没 发现	0	0
之前 在 实体 店里 也 见 过   但 比 实体 店里 便宜 多 了   品质 也 很 不错   。 比较满意 。 给 卖家 鼓励   还会 再 来	4	1
这次 在 此 住 了 9 个 晚上 ... 房间 虽大 ... 却 有 蚊子 .. 隔音 太差 ... 向 柜台 询问 可否 能 给 个 电 蚊香 ... 酒店 柜台 居然 说 没有 ( 实际上 是 有 的 ) 柜台 服务员 太 懒惰 .... 之后 经 反应 ... 将 我 的 房间 换 到 其他 间 .. 住 了 2 天 居然 被 房间 跳蚤 咬 了 整个 大腿 14 - 15 个 苞 ... 给 柜台 看着 我 被 跳蚤 咬 的 苞 ... 柜台 人员 也 没 说 什么 ... 实在 可恶 ! ! 还要 我 事后 打电话 给 酒店 经理 处理 .... 住 了 整整 9 夜 ... 由于 来 上海 出差 18 天 ... 之后 就 改去 别家 饭店 ~ ~ 结帐 后 ... 由于 我 的 卡 ( 不是 境内 卡 ) 需要 打 给 银行 确认 .. 柜台 值班 经理 居然 要 我 自行 拨电话 回 台湾 .... 服务 品质 跟 房间 卫生 实在 是 很 糟糕 ...	5	0
晚上 9 点多到 ，   结果 前台 说 携程 没有 定 ， 向 我 推荐 了 另 一 房间 ， 由于 外面 下 大雨 ， 手机 被 雨水 淋坏 了 ， 只好 入住 了 。 第二天 携程 电话 确认 ， 说 确实 给 我定 了 ， 可能 前台 他们 搞错 了 ， 或者 是 新来 的 。 虽然 有点 不 愉快 ， 但是 他们 态度 还是 不错 的 。	5	1
差评 、 发货 没有 耳机 ， 前天 找 客服 ， 到 今天 都 没人 回 我 、	3	0
手机 是 个 好 手机 ， 屏幕 大 ， 电量 足 ， 带 着 很拉风 ， 咩 哈哈哈 ～ ～ ～ ～	3	1
还 行 ， 不过 派送 不太 满意 ， 昨天 下单 时候 ， 订单 明明 写 的 晚上 八点 到 十点 送到 的 ， 没送 ！	6	1
大瓶 还 没用 。 先用 了 小瓶 。 可以 肯定 的 是 送 的 小瓶 绝对 假货 。 有负 我 对 京东 的 信任	0	0
和 图上 完全 不像	4	0
键盘 很 生硬 ， 没有 手感 。   标配 内存 2G 为 两根 1G 的 组成 ， 很 郁闷 ， 当初 没问 清楚 ~ ~ ~ （ 外面 买 很多 都 是 单根 2G ， 以后 扩大 内存 不 方便 ）	3	0
三个 中有 一个 有点 烂 了 ， 没烂 的 吃 起来 有股 发霉 的 味道 。 还是 不要 网购 的 好 。	6	0
质感 与 介绍 的 不 一样 。	4	0
两条 裤子 不是 一个 质量	4	0
国际 大酒店 订 不到 房间 ， 抱 着 试试 的 态度 订 了 这家 感觉 还是 很 不错 的 ， 环境 也 不错 尤其 床 和 被子 ， 真的 很 舒服 ， 比 国际 的 好得多 唯一 的 缺点 是 地点 有点 偏	5	1
屏幕 不错 ， 只 找到 一个 坏点 。 用 新 萝卜 家园 的 XP 盘装 的 系统 。 用 起来 不错 。 屏幕 还够 大 ， 键盘 也 行 。 配 了 一根 2G 的 内存 加上 原来 的 有 3G 了 。 速度 还 行 。 没有 卡 的 感觉 。	3	1
撒 了 收到 。 包装 太 简单	0	0
酒店 所 处 位置 不错 ， 只是 搭乘 德士 比较 不便 ， 早餐 品种 虽然 不 多 ， 但 相当 实惠 可口 。 补充 点评   2008 年 1 月 3 日   ：   酒店 服务态度 热情周到 ， 入住 时 ， 由于 没有 本人 所 预定 的 房型 ， 酒店 主动 免费 给予 升级 ， 火车站 就 在 咫尺之遥 ， 周围 商店 餐馆 林立 ， 十分 方便 ， 下次 到 徐州 公干 还会 再次 入住 。	5	1
味道 还 可以 ， 包装 太 简单 了 ， 其他 的 都 很 满意 ， 期待 效果	0	1
宝贝 收到 了 ， 送货 速度 快   商品 完好   还 未 使用   就是 皮套   钢化 膜 都 没有   需 自己 去 买 有点 麻烦 ！	3	1
给 公司 工程师 购买 的 ， ， 用 了 几天 问 他 觉得 如何 ？ 看 他 笑 的 满脸 牙 的 告诉 我 很 好 ， 我 就 知道 真的 很 不错 。 处理 日常 工作 ， 上 客户 处 演示 ， 连接 高端 服务器 等 ， 都 非常 够用 另 ： 他 被 老板 发现 还用 新 笔记本 玩游戏 ， ， ， ， 老板 还 认为 给 他 升级 得 太 高端 的 机器 呢 ~ ~ ~	3	1
商品 是 不错 的 ， 这个 是 我 小姨 专门 叫 我 在 京东 上下 的 单 。 物美价廉 ！	0	1
没包 ， 没胆 ， 没 鼠标 ， 系统 安装 XP 要求 系统盘 的 版本 比较 高 ， 建议 大家 不要 轻易 升级 主板 BIOS .	3	0
坑人 的 套餐 ， 10 寸 平板 配 7 寸 钢化 膜	3	0
当 走 到 低谷 的 时候 ， 无论 怎么 走 ， 都 是 进步 。   当 你 一无所有 ， 什么 都 不能 再 失去 的 时候 ， 恰恰 是 你 要 收获 和 成功 的 时候 ( 马云 ) 。 每 一天 ， 为 明天 ( 蒙牛 ) 。 加油 !	6	1
一直 都 在 用 沙宣 ， 挺好用 的 ， 还会 再次 购买 。 物流 也 挺快 的 ， 一直 信赖 京东 。	0	1
以前 用 的 是 沙宣 ， 这是 第一次 用施华蔻 ， 所以 刚 开始 用 第一次 还 不敢 妄下 评论 ， 就 用 第二次 来 才 评论 的 。 6.18 买 的 价格 是 便宜 ， 但是 真的 高度 怀疑 这个 洗发水 ， 首先 条码 处贴 有 标签 。 其次 洗发水 太稀 了 ， 香味 太 浓 了 。 还 说 滋养 的 ， 洗完 之后 头发 干燥 许多 ， 毛糙 ， 也 不 顺滑 ， 头皮 发痒 。 买 的 2 盒 套装 ， 现在 是 彻底 不想 用 ， 还有 一盒 没 开封 的 。 不好 的 产品 ， 送人 都 不好意思 。 这 是 我 京东 有史以来 第一次 给 的 差评 。	0	0
物流 非常 快   客服 服务态度 也 非常 好   满意 ！   衣服 挺 好看 的 。 不错 。	4	0
穿 上 很 舒服 , 很 好 的 卖家 ， 发货 很快 ， 东西 也 不错 。 效率 蛮高 的 。	4	1
酒店 属于 园林式 的 建筑 ， 就是 房间 太老 了 ， 卫生 也 很 差 ， 不过 里面 挺 适合 放松 的 ， 有 一个 园林	5	0
房间 不错 ， 虽然 有点 小 ， 但 很 实用 。 宽带 很快 。 不过 前面 的 朋友 说 过 的 隔音 效果 差 ， 确实 有点 。 细察 发现 是 门 后 的 墙 ， 采用 木板 结构 。 其它 的 都 不错 。 早餐 再 普通 不过 。 可以 忽略 了 。	5	1
最 失败 的 一次 网购 ， 色差 ， 质量 太 不 满意 了 ！ ！ 一星 都 不想 给 。	4	0
这 套书 编排 的 很 不错 ， 从 买 了 第一本 开始 我家 小家伙 就 爱 上 了 这 套书 ， 他 很 喜欢 书里 的 内容 ， 一有 时间 他 就 嚷 着 要 做 “ 阶梯 数学 ” ， 而 我 随着 他 的 兴趣 从 2 岁 一直 买到 了 6 岁 ， 小家伙 现在 做到 了 5 岁 5 阶 ， 越到 后面 他 做题 的 时间 就 越长 ， 难度 也 大 了 很多 。 我 本人 也 很 喜欢 这 套数 ， 每 一册 的 内容 很 有 针对性 ， 对 小孩 的 学习 很 有 帮助 。	1	1
刚来 来 用 了 几天 ， 屏幕 清晰度 很差 ， 接 视频 像素 差 的 对方 都 看不清 ， 反应 也 很慢 ， 个人 推荐 不 知道 购买 。	3	1
宝贝 不错 ， 色差 也 不大 。 卖家 推荐 的 尺码 很 合适 ， 服务态度 很 好 。 卖家 很 耐心 的 服务 ， 喜欢 的 放心 下单 不会 有 错 ， 这个 价格 你 值得 拥有 。 是 一件 不错 的 东西 哦 。 好评 ， 好评 ， 好评 。	4	1
设施 服务 都 一般化 , 性价比 不高 , 在 郑州 的 知名度 太小 , 连 出租车 司机 都 不 知道 , 不 值得 推荐	5	0
最差 的 一次 体验 ， 寄来 的 充电 头 直接 是 坏 的 ， 不能 充电 。 附近 也 没有 直营店 ， 给 客服 居然 要 我 整个 手机 寄 回去 ， 对 这破 手机 我 也 是 无语 。 直接 充电器 扔 了 重买	3	0
2006 年 6 月 2 日时 曾 住 过 这家 酒店 ， 晶丽 的 服务 仍然 很 不错 ， 结帐 时 给 客人 的 信任 非常 难得 ， 不 象 绝大多数 酒店 那样 问 了 是否 使用 过 收费 物品 后 仍 要 派 人 检查 。 我 看 了 之前 的 点评 中 对 门童 大叔 的 描述 ， 特例 留意 了 一下 ， 果然 名不虚传 。 晶丽 值得 一住 。	5	1
质量 不错 ，   穿 上 很 舒服 ，   大小 合适 ，	4	1
比 70 毫米 的 苹果 没 大 多少 ， 表面 看 正常 ， 削皮 后 有 烂 疤	6	1
不行 ， 跟 图片 上 不 一样 ， 骗子 。	4	0
第一次 领教 有 这么 差 的 五星级 酒店 ！ 酒店 的 设备 和 服务 都 太 差劲 ！ 不带 任何 情绪 的 给予 差评 ！ 事情 是 这样 的 ： 房间 有个 闹钟 带 收音机 的 ， 入住 半夜 无缘无故 的 突然 响起 ， 按 一下 就 停 了 ， 夜里 被 吵醒 2 次后 ， 只能 叫 客服 来 修理 ， 修理 的 人 没 办法 的 情况 下 拉断 了 连 墙壁 的 电源线 ， 这时 是 早晨 5 ： 30 分 ， ， 折腾 了 一 晩 上 。 第二天 向 酒店 前台 反映 情况 ， 姓 秦 的 值班 经理 说 ， 今晚 给 你们 房间 升级 ， 可是 我们 原 计划 就 住 一晚 啊 ！ 然后 她 问 我们 什么 时候 离开 ， 告诉 了 她 我们 11 点半来 办 退房 ， ， 结果 是 11 点半时 手机 关机 ， 人 找 不到 了 ， 酒店 的 人 到处 找 也 没 找到 。 之后 是 有 酒店 不同 的 人 打电话 来 ， 可是 我们 在 店 时说 想 找 负责人 沟通 ， 答复 是 只有 秦能 处理 。 这 就是 五星级 的 服务 吗 ？	5	0
房间 有 异味	5	0
双 11 买 的 ， 这 两天 才 收到 货 。 前后 整整 用 了 一个月 一次 货 ， 先是 给 我 了 一个 假 的 运单 号 。 后来 在 京东 仲裁 下 发货 。 地址 还给 我 寄错 了 ， 给 卖家 协商 ， 客服 要么 是 不理 要么 是   “ 好 的 哦 ”   。 就是 不 给 解决 ， 不闻不问 。 京东 也 是 的 ， 纵容 这种 无良 商家 。 沆瀣一气 ， 一次 很差 劲儿 的 购物 体验 。	4	0
给 男朋友 买 的 裤子 ， 到 了 ， 就让 他 试一下 ， 真的 很 不错 ， 质量 好 ， 而且 无色差 ！ 很棒 哦 ~	4	1
买 来看 视频 学习 用 的 ， 还 不错 。	3	1
1 ) 金属外壳 , 具有 很强 的 科技 和 商务 气息 ;   2 ) 键盘 大小 和 普通 笔记本 差不多 , 手指 可以 完全 放开 ， 不用 担心 键盘 小 ;   3 ) 运行 速度 快 ， 我装过 Vista 和 Windows7   RC ， 都 能流畅 的 运行 ， 我 现在 用 Win7   RC ， 使用 快 两个 月 了 ， 上网 、 看 电影 都 没有 问题 ；   4 ) 比较 轻巧 ， 相比 普通 笔记本 是 轻太多 了 ， 前段时间 出差 带 着 它 ， 和 同事 的 大块头 笔记本 一 比 ， 感觉 就是 轻 ， 同事 说 也 要 买个 小本 出差 用 !	3	1
比 我 想象 中 的 好 , 很 高兴 的 一次 网购 , 真的 很 喜欢 , 客服 建议 的 尺码 很准 ， 刚好 ， 谢谢	4	0
速度 杠杠 的 ， 可以 ， 值得 推荐	3	1
这样 小小的 苹果 满大街 都 是 而且 价钱 比 你们 便宜	6	0
周二 中午 就 收到 顺丰 送来 的 本本 ， 非常 不错 哦 ， 只有 一个 小 疑问 ， 不是 说 led 屏 的 背光 在 全黑 状态 下 是 关闭 的 ， 但 我 还是 能够 看到 屏幕 下方 白色 的 漏光 ， 让 我 感觉 是不是 联想 忽悠 我们 啊 ？ 还是 我 记错 了 ？ 呵呵	3	0
首先 我们 只是 住 了 一晚   是 艺龙 推荐 的   我们 本来 订购 的 是 五星级 酒店   原因 我定 了 三个 房间 全部 没 了 才 订 了 这个 酒店   酒店 很 旧   卫生 只能 说 一般   服务 人员 不苟言笑   事实 评价   可能 没有 星级 培训 欠缺   第二天 早上 我们 就 离开 了   打包 好 行李   把 老公 戒指 手表 放 桌上   老公 因为 怕 我们 等 走 了 很 急   带 了 手表 忘 戴 戒指   我们 的 戒指 是 周生生 限定版   价格 在 四千左右   无 砖石   回到 家 我们 第一 时间 就 联系 酒店   酒店 工作人员 说 还 没有 人 入住 过   去 找 戒指 却 没 了   因为 东西 小 我们 怀疑 是 阿姨 打扫 没 看清 而 扔掉   工作人员 就 一直 说 找   说会 联系   后来 过 了 两天 也 没有 给 我们 回应   我 就 自己 在 一次 打电话 回去   酒店 没有 抱歉 也 没有 说 赔偿   就 说 找 不到 就 完事 了   那 我 是不是 也 可以 认为 你们 阿姨 实质 或者 是 自己 拿 了   要 不 每 一个 去 住 的 人 丢 了 一样 贵重 的 东西 你们 都 这样 处理   那 你们 这样 我 也 可以 理解 成 中饱私囊 吧   我们 没有 那么 无聊   没事 来 找事   毕竟 我们 不是 宁波人 只是 去 旅游   还 带 着 2 岁 半 的 宝宝   以后 我们 不会 来 你们 酒店   甚至 我 觉得 要 去 旅游 的 也 看 一下   毕竟 出门 旅游 安全感 很 重要   不 推荐   去 住 个 五星 也 贵 不到 哪里	5	0
稍稍 有 一点点 厚 ； U 口有 两个 在 左侧 一个 在 左后 ， 连 上 鼠标 线 有点 短 。	3	0
垃 垃圾 垃圾 垃圾 垃圾 垃圾 圾	4	0
大家 都 说 了 ， 俺 在 此 就 不 多 说 了 。	3	1
小巧 ， 键盘 好大 ， 我 相当 喜欢 。 系统 也 很 不错 。 以后 我 还 会 继续 买 你们 的 东西 。	3	1
* ， 我 说 买 了 这么 多年 没 发现 问题 ， 这次 里面 包装 封条 都 被 拆开 了 的 ， 真 不敢相信 京东 还 不如 *	0	0
除了 位置 方便   再 什么 都 不 满意	5	0
电池容量 对于 一款 游戏 本来 说 还是 偏小 了 点 。 磨具 做工 虽然 接缝 平滑 ， 但是 偏软 。   最大 的 软肋 ， sis 的 芯片组 。 虽然 没有 那么 差 ， 但是 心里 总是 那么 不 舒服 。 谁 叫 我们 已经 相信 微软 广告 那么 多年 了 呢 ！	3	0
洗 了 有 头屑 ， 头发 还 出油 ， 不好 用	0	0
挺 好 的 ， 东西 不错 ， 物流 也 快 ， 京东 给力 ， 还会 再 来 的 。	6	1
手机 是 正品 ， 很 喜欢 ， 买 给 媳妇 的 ， 朋友 也 让 帮忙 在 京东 买 ， 很 好 的 一次 购物 。 外观 很漂亮	3	1
学姐 说 她 迷信 的 认为 喝 蒙牛 真果 粒 可以 给 她 带来 好运 ， 在 高考 和 考研 的 路上 一直 有 它 陪伴 ， 然后 她 的 路 就 走 的 很 顺 ， 因此 她 送 了 我 真果 粒 。 也许 不是 因为 真果 粒 给 她 带来 了 幸运 ， 而是 因为 它 给 了 她 一种 亲切 和 满足感 ， 在 单调 的 学习 路上 ！	6	1
儿时 回忆 是 最好 的 东西 ， 错过 我会 后悔 。 看着 一本 本 的 书 ， 有 的 沉醉 了 。 翻译 是 国语 的 ， 总 觉得 挺 别扭 ， 没有 粤语 翻译 的 好 。 不过 不得不 说 质量 很 好 ， 每一 本书 包装 很 好 很 全 ， 礼品盒 也 很 好 ， 还有 三 张贴 纸 ， 两个 书签 ， 没有 破坏 过内 外包装 ， 看来 果然 是 正版 的 书 。 还有 不得不 说 送货员 的 细心 很 到位 ， 在 这里 我要 感谢 他 。 动画 我 也 看过 ， 是 粤语 或者 是 日语 的 ， 不过 我 想 拥有 这 一套 珍贵 书籍 。	1	1
买 了 1 个 月 没有 就 降价 100 不 科学 ， 还 不 补差	3	0
用 了 几天 ， 整体 感觉 不错 。 长宽 比例 不太 习惯 ， 还 真 像 有人 说 的 像 个 大 号 的 手机 。 开机 用 的 指纹识别 速度 挺不错 ， 系统 运行 流畅 。 用 来看 视频 效果 还 不错 ， 声音 效果 确实 挺 好 ， 但是 插上 耳机 后 ， 有时 声音 放 大会 有破音 。 有些 自装 软件 不能 删除 挺 讨厌 的 。	3	1
又 甜 又 脆 的 苹果 ， 很快 就 吃 完 了 。 打算 继续 再 买 ， 很赞 ！	6	1
平板 还 不锴 使用 了 一个多 星期 不怎么 卡 ， 就是 充电 时 很 郁闷 ， 充电 头 很 热 ， 充电 线 插进去 时 很 难 ， 感觉 是 流 的 … … ， 加油 ， 如果 是 正 的话 ， 还要 加油 。	3	1
京东 商城 活动 的 时候 买 的 套餐 版 ， 还 可以 用券 ， 比 华为 官网 便宜 了 好多 ， 看上去 应该 是 正版 的 平板 电脑 。 具体情况 还 需要 时间 的 检验 。	3	1
裤子 太脏 了 ， 还 粘 毛 ， 还 皱巴巴 的 。	4	0
相当 好 的 酒店 ， 很 意外 在 山西 能 有 这种 水准 的 4 星 酒店 ， 基本 完美 ， 没想 出有 什么 不好 的 地方 ， 住 了 2 天 ， 很 满意 ！	5	1
没有 坏果 ， 值得 拥有 ， 服务员 好 。	6	1
有 一箱 装错 ， 这些 娃娃 干活 的 时候 心里 想 的 啥 ， ， 里面 有 一个 软 了 ， ， 吃 起来 酸酸的 ， 不太像 甘肃 产 的 ， 快递 还 挺快 ， 给 一个 星 ， 差评 喽 ，	6	0
大清早 就 吃 鸡腿 ， 真 好吃 ， 我 都 不 知道 三凤桥 是 哪 ， 不过 这个 礼盒 算是 肉 ， 八个 肉菜 ， 好吃 好吃 。 江哥 还给 我 送 早饭 了 ， 蒙牛 纯奶 还 换 包装 了 ， 我 居然 都 不 知道 ， 是 有 多久 没有 喝过 了	6	1
服务 不好 . 环境 差	5	0
太 恐怖 了 … … 太 恶心 了 … … 誓死 不 喝 蒙牛 了 … …   消费者 喝 蒙牛 牛奶 喝 出活 虫子   ( 来自	6	0
性价比 较 高 的 一间 酒店 ， 环境 不错 ， 客服 态度 相当 满意 。	5	1
南师 的 书 读来 让 人 感觉 很爽 ， 虽然 有时候 会 不解 其中 之意 ， 但是 却 仍然 吸引 着 我 继续 读 下去 。 行云流水 ， 平地 起勢 。 如果 对于 佛教 有 更深 的 了解 的话 ， 相信 会 更加 喜欢 这 本书 。 但是 作为 一个 无知者 我 想 我会 在 读完 这 本书 后 对于 佛教 ， 对于 金刚经 有 很多 的 理解 与 感触 ， 其实 大道 想通 ， 平凡 之 人 ， 没 有慧根 也 未必 就 难以接近 金刚经 之理 ， 人生 ， 治学 ， 宗教 ， 知 行 应该 是 相互 贯通 ， 紧密 相连 的 。 善哉 ， 善哉 ！	1	1
活动 力度 不错 ， 继续 加油 ， 不错 。	4	1
